Rk,Player,Nation,Pos,Squad,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G_PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G_PK,Per_90_Minutes_G+A_PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Age
93,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,1997.0,20,9,768,8.5,1,1,2,1,0,0,2,0,1.2,1.2,0.7,1.9,11,27,20,0.12,0.12,0.23,0.12,0.23,0.14,0.08,0.22,0.14,0.22,28.0
94,Youssef Chermiti,pt POR,"FW,MF",Everton,2004.0,4,0,45,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,6,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,20.0
95,Federico Chiesa,it ITA,FW,Liverpool,1997.0,5,0,46,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,2,7,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.49,0.49,27.0
96,Ben Chilwell,eng ENG,DF,Crystal Palace,1996.0,7,0,169,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,2,6,12,0.0,0.0,0.0,0.0,0.0,0.04,0.39,0.43,0.04,0.43,28.0
97,Chiquinho,pt POR,MF,Wolves,2000.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,25.0
98,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,1997.0,4,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,27.0
99,Ryan Christie,sct SCO,MF,Bournemouth,1995.0,29,27,2117,23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,30.0
100,Harry Clarke,eng ENG,DF,Ipswich Town,2001.0,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,24.0
101,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,2000.0,30,11,1090,12.1,0,4,4,0,0,0,2,0,1.0,1.0,2.1,3.0,34,38,48,0.0,0.33,0.33,0.0,0.33,0.08,0.17,0.25,0.08,0.25,24.0
102,Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,1991.0,13,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,34.0
103,Conor Coady,eng ENG,DF,Leicester City,1993.0,20,17,1534,17.0,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,3,30,0,0.06,0.0,0.06,0.06,0.06,0.02,0.0,0.03,0.02,0.03,32.0
104,Séamus Coleman,ie IRL,DF,Everton,1988.0,4,2,198,2.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,9,3,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,36.0
105,Nathan Collins,ie IRL,DF,Brentford,2001.0,36,36,3240,36.0,2,3,5,2,0,0,5,0,2.5,2.5,1.8,4.3,30,121,18,0.06,0.08,0.14,0.06,0.14,0.07,0.05,0.12,0.07,0.12,24.0
106,Toby Collyer,eng ENG,MF,Manchester Utd,2004.0,6,0,179,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,21.0
107,Levi Colwill,eng ENG,DF,Chelsea,2003.0,33,33,2969,33.0,1,1,2,1,0,0,9,0,1.3,1.3,1.1,2.5,14,126,11,0.03,0.03,0.06,0.03,0.06,0.04,0.03,0.07,0.04,0.07,22.0
108,Lewis Cook,eng ENG,"MF,DF",Bournemouth,1997.0,35,31,2906,32.3,1,3,4,1,0,0,8,0,0.9,0.9,4.1,5.1,33,155,51,0.03,0.09,0.12,0.03,0.12,0.03,0.13,0.16,0.03,0.16,28.0
109,Maxwel Cornet,ci CIV,FW,Southampton,1996.0,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,28.0
110,Vladimír Coufal,cz CZE,DF,West Ham,1992.0,20,10,958,10.6,0,0,0,0,0,0,4,0,0.3,0.3,0.6,0.9,19,34,28,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,32.0
111,Woyo Coulibaly,fr FRA,DF,Leicester City,1999.0,4,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,3,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,25.0
112,Aaron Cresswell,eng ENG,DF,West Ham,1989.0,16,9,766,8.5,0,0,0,0,0,0,3,0,0.1,0.1,1.2,1.3,5,32,3,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.16,0.01,0.16,35.0
113,Marc Cucurella,es ESP,DF,Chelsea,1998.0,34,31,2808,31.2,4,1,5,4,0,0,10,1,2.6,2.6,2.1,4.7,35,113,113,0.13,0.03,0.16,0.13,0.16,0.08,0.07,0.15,0.08,0.15,26.0
114,Jorge Cuenca,es ESP,DF,Fulham,1999.0,6,3,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,25.0
115,Matheus Cunha,br BRA,"MF,FW",Wolves,1999.0,31,28,2483,27.6,15,6,21,15,0,0,4,0,8.0,8.0,7.6,15.7,105,137,150,0.54,0.22,0.76,0.54,0.76,0.29,0.28,0.57,0.29,0.57,25.0
116,Patson Daka,zm ZAM,"FW,MF",Leicester City,1998.0,21,5,654,7.3,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,10,8,34,0.14,0.0,0.14,0.14,0.14,0.17,0.01,0.18,0.17,0.18,26.0
117,Diogo Dalot,pt POR,DF,Manchester Utd,1999.0,32,31,2788,31.0,0,3,3,0,0,0,5,0,2.0,2.0,2.0,4.0,62,102,164,0.0,0.1,0.1,0.0,0.1,0.06,0.07,0.13,0.06,0.13,26.0
118,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,2000.0,36,32,2742,30.5,2,10,12,2,0,0,2,0,2.7,2.7,8.0,10.7,66,220,126,0.07,0.33,0.39,0.07,0.39,0.09,0.26,0.35,0.09,0.35,24.0
119,Danilo,br BRA,"MF,FW",Nott'ham Forest,2001.0,7,5,267,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
120,Jayden Danns,eng ENG,MF,Liverpool,2006.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
121,Kevin Danso,at AUT,DF,Tottenham,1998.0,8,7,662,7.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,18,1,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,26.0
122,Ben Davies,wls WAL,DF,Tottenham,1993.0,15,13,1216,13.5,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,14,51,6,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,32.0
123,Leif Davis,eng ENG,DF,Ipswich Town,2000.0,31,30,2563,28.5,1,2,3,1,0,0,5,1,0.9,0.9,4.3,5.2,48,55,117,0.04,0.07,0.11,0.04,0.11,0.03,0.15,0.18,0.03,0.18,25.0
124,Craig Dawson,eng ENG,DF,Wolves,1990.0,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,6,20,5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,35.0
125,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,1991.0,26,18,1628,18.1,4,7,11,4,0,0,2,0,4.2,4.2,7.9,12.1,50,153,143,0.22,0.39,0.61,0.22,0.61,0.23,0.44,0.67,0.23,0.67,33.0
126,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,1993.0,23,9,744,8.3,1,2,3,1,0,0,2,0,0.8,0.8,1.2,2.0,14,15,48,0.12,0.24,0.36,0.12,0.36,0.1,0.15,0.24,0.1,0.24,32.0
127,Liam Delap,eng ENG,FW,Ipswich Town,2003.0,35,32,2552,28.4,12,2,14,10,2,2,10,0,9.3,7.7,1.9,9.6,60,30,107,0.42,0.07,0.49,0.35,0.42,0.33,0.07,0.4,0.27,0.34,22.0
128,Sepp van den Berg,nl NED,DF,Brentford,2001.0,29,27,2406,26.7,0,0,0,0,0,0,2,0,1.8,1.8,0.5,2.4,10,74,27,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,23.0
129,Justin Devenny,nir NIR,MF,Crystal Palace,2003.0,21,4,433,4.8,1,0,1,1,0,0,1,0,0.7,0.7,0.4,1.1,4,17,13,0.21,0.0,0.21,0.21,0.21,0.14,0.08,0.22,0.14,0.22,21.0
130,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,1998.0,12,2,259,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,5,14,11,0.0,0.35,0.35,0.0,0.35,0.08,0.37,0.45,0.08,0.45,26.0
131,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,2002.0,24,18,1721,19.1,7,6,13,7,0,0,3,0,4.2,4.2,4.6,8.8,99,57,175,0.37,0.31,0.68,0.37,0.68,0.22,0.24,0.46,0.22,0.46,22.0
132,Rúben Dias,pt POR,DF,Manchester City,1997.0,25,23,2091,23.2,0,0,0,0,0,0,4,0,1.5,1.5,0.3,1.8,38,143,8,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.06,0.08,28.0
133,Luis Díaz,co COL,FW,Liverpool,1997.0,34,27,2303,25.6,13,5,18,13,0,0,2,0,11.3,11.3,5.0,16.3,106,106,274,0.51,0.2,0.7,0.51,0.7,0.44,0.2,0.64,0.44,0.64,28.0
134,Tyler Dibling,eng ENG,"FW,MF",Southampton,2006.0,32,19,1807,20.1,2,0,2,2,0,0,6,0,2.5,2.5,1.5,4.1,68,64,94,0.1,0.0,0.1,0.1,0.1,0.13,0.08,0.2,0.13,0.2,19.0
135,Lucas Digne,fr FRA,DF,Aston Villa,1993.0,32,28,2351,26.1,0,4,4,0,0,0,4,0,0.8,0.8,4.7,5.5,23,57,142,0.0,0.15,0.15,0.0,0.15,0.03,0.18,0.21,0.03,0.21,31.0
136,Issa Diop,fr FRA,DF,Fulham,1997.0,21,15,1339,14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,28.0
137,Axel Disasi,fr FRA,DF,Aston Villa,1998.0,7,5,490,5.4,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,10,16,5,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,27.0
138,Axel Disasi,fr FRA,DF,Chelsea,1998.0,6,4,364,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2,0.25,0.0,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09,27.0
139,Roman Dixon,eng ENG,DF,Everton,2004.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
140,Nasser Djiga,bf BFA,"DF,FW",Wolves,2002.0,4,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
141,Matt Doherty,ie IRL,DF,Wolves,1992.0,29,24,2023,22.5,2,1,3,2,0,0,6,0,1.0,1.0,1.5,2.5,29,77,40,0.09,0.04,0.13,0.09,0.13,0.05,0.07,0.11,0.05,0.11,33.0
142,Jeremy Doku,be BEL,"FW,MF",Manchester City,2002.0,27,15,1442,16.0,3,6,9,3,0,0,1,0,1.0,1.0,4.7,5.7,201,67,274,0.19,0.37,0.56,0.19,0.56,0.06,0.29,0.36,0.06,0.36,22.0
143,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,1998.0,32,21,1807,20.1,0,1,1,0,0,0,9,0,1.5,1.5,1.3,2.8,14,75,30,0.0,0.05,0.05,0.0,0.05,0.08,0.06,0.14,0.08,0.14,26.0
144,Patrick Dorgu,dk DEN,DF,Manchester Utd,2004.0,10,8,662,7.4,0,0,0,0,0,0,3,1,0.4,0.4,0.4,0.8,30,25,58,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,20.0
145,Alfie Dorrington,eng ENG,DF,Tottenham,2005.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
146,Abdoulaye Doucouré,ml MLI,MF,Everton,1993.0,31,30,2485,27.6,3,2,5,3,0,0,5,1,3.9,3.9,2.3,6.2,42,80,92,0.11,0.07,0.18,0.11,0.18,0.14,0.08,0.22,0.14,0.22,32.0
147,Cheick Doucouré,ml MLI,MF,Crystal Palace,2000.0,13,4,452,5.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,19,7,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,25.0
148,Flynn Downes,eng ENG,MF,Southampton,1999.0,25,23,1971,21.9,1,0,1,1,0,0,11,0,0.6,0.6,1.1,1.7,25,63,29,0.05,0.0,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,26.0
149,Tommy Doyle,eng ENG,MF,Wolves,2001.0,24,3,488,5.4,0,1,1,0,0,0,1,0,0.6,0.6,0.5,1.1,6,40,4,0.0,0.18,0.18,0.0,0.18,0.1,0.09,0.2,0.1,0.2,23.0
150,Radu Drăgușin,ro ROU,DF,Tottenham,2002.0,16,14,1252,13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,23.0
151,Martin Dúbravka,sk SVK,GK,Newcastle Utd,1989.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
152,Lewis Dunk,eng ENG,DF,Brighton,1991.0,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,20,142,3,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,33.0
153,Jáder Durán,co COL,FW,Aston Villa,2003.0,20,4,638,7.1,7,0,7,7,0,0,3,1,4.9,4.9,0.2,5.1,7,13,44,0.99,0.0,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71,21.0
154,Ederson,br BRA,GK,Manchester City,1993.0,24,24,2140,23.8,0,4,4,0,0,0,3,0,0.0,0.0,1.5,1.5,0,2,0,0.0,0.17,0.17,0.0,0.17,0.0,0.07,0.07,0.0,0.07,31.0
155,George Edmundson,eng ENG,DF,Ipswich Town,1997.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
156,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,1998.0,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,4,7,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,27.0
157,Odsonne Édouard,fr FRA,FW,Leicester City,1998.0,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,27.0
158,Samuel Edozie,eng ENG,"DF,FW",Southampton,2003.0,2,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,22.0
159,Ronnie Edwards,eng ENG,DF,Southampton,2003.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
160,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,2002.0,36,29,2322,25.8,6,10,16,6,0,0,1,0,4.2,4.2,5.3,9.5,91,56,202,0.23,0.39,0.62,0.23,0.62,0.16,0.2,0.37,0.16,0.37,23.0
161,Harvey Elliott,eng ENG,"MF,FW",Liverpool,2003.0,16,1,275,3.1,0,1,1,0,0,0,1,0,0.9,0.9,0.9,1.7,9,32,28,0.0,0.33,0.33,0.0,0.33,0.28,0.29,0.57,0.28,0.57,22.0
162,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,2006.0,10,0,42,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,19.0
163,Julio Enciso,py PAR,"FW,MF",Ipswich Town,2004.0,12,11,799,8.9,2,3,5,2,0,0,3,0,1.5,1.5,1.3,2.8,21,25,41,0.23,0.34,0.56,0.23,0.56,0.17,0.14,0.31,0.17,0.31,21.0
164,Julio Enciso,py PAR,"MF,FW",Brighton,2004.0,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.38,0.31,0.38,21.0
165,Wataru Endo,jp JPN,MF,Liverpool,1993.0,18,1,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,32.0
166,Christian Eriksen,dk DEN,MF,Manchester Utd,1992.0,22,11,1036,11.5,0,2,2,0,0,0,4,0,0.4,0.4,3.1,3.6,12,55,29,0.0,0.17,0.17,0.0,0.17,0.04,0.27,0.31,0.04,0.31,33.0
167,Romain Esse,eng ENG,MF,Crystal Palace,2005.0,5,0,47,0.5,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.5,0,3,8,1.91,0.0,1.91,1.91,1.91,0.6,0.25,0.86,0.6,0.86,20.0
168,Pervis Estupiñán,ec ECU,DF,Brighton,1998.0,29,25,2312,25.7,1,1,2,1,0,0,5,0,1.1,1.1,2.1,3.1,57,121,109,0.04,0.04,0.08,0.04,0.08,0.04,0.08,0.12,0.04,0.12,27.0
169,Evanilson,br BRA,FW,Bournemouth,1999.0,29,26,2148,23.9,10,1,11,10,0,1,1,1,11.7,11.0,1.6,12.6,28,25,94,0.42,0.04,0.46,0.42,0.46,0.49,0.07,0.56,0.46,0.53,25.0
170,Jake Evans,,FW,Leicester City,,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
171,Jonny Evans,nir NIR,DF,Manchester Utd,1988.0,6,3,290,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,37.0
172,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,1998.0,32,30,2517,28.0,7,8,15,6,1,2,1,0,10.2,8.7,5.3,13.9,67,94,150,0.25,0.29,0.54,0.21,0.5,0.37,0.19,0.55,0.31,0.5,26.0
173,Łukasz Fabiański,pl POL,GK,West Ham,1985.0,13,12,1070,11.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
174,Wout Faes,be BEL,DF,Leicester City,1998.0,32,28,2635,29.3,1,0,1,1,0,0,4,0,1.5,1.5,0.1,1.6,12,83,1,0.03,0.0,0.03,0.03,0.03,0.05,0.0,0.06,0.05,0.06,27.0
175,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,2004.0,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31,21.0
176,João Félix,pt POR,"FW,MF",Chelsea,1999.0,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,25.0
177,Evan Ferguson,ie IRL,FW,West Ham,2004.0,8,1,156,1.7,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,1,7,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.5,0.32,0.5,20.0
178,Evan Ferguson,ie IRL,FW,Brighton,2004.0,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.0,0.37,0.37,0.37,0.2,0.15,0.35,0.2,0.35,20.0
179,Bruno Fernandes,pt POR,MF,Manchester Utd,1994.0,34,33,2848,31.6,8,9,17,5,3,3,4,2,9.6,7.2,8.1,15.3,67,295,120,0.25,0.28,0.54,0.16,0.44,0.3,0.26,0.56,0.23,0.48,30.0
180,Mateus Fernandes,pt POR,MF,Southampton,2004.0,34,32,2729,30.3,2,3,5,2,0,0,8,0,3.8,3.8,2.6,6.4,75,135,103,0.07,0.1,0.16,0.07,0.16,0.13,0.09,0.21,0.13,0.21,20.0
181,Enzo Fernández,ar ARG,MF,Chelsea,2001.0,34,30,2767,30.7,6,7,13,6,0,0,8,0,6.1,6.1,6.7,12.8,59,207,122,0.2,0.23,0.42,0.2,0.42,0.2,0.22,0.42,0.2,0.42,24.0
182,Mark Flekken,nl NED,GK,Brentford,1993.0,35,35,3095,34.4,0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.06,0.06,0.0,0.06,0.0,0.02,0.02,0.0,0.02,31.0
183,Phil Foden,eng ENG,"MF,FW",Manchester City,2000.0,27,20,1768,19.6,7,2,9,7,0,0,2,0,5.2,5.2,4.8,9.9,50,103,128,0.36,0.1,0.46,0.36,0.46,0.26,0.24,0.51,0.26,0.51,24.0
184,Wesley Fofana,fr FRA,DF,Chelsea,2000.0,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.06,24.0
185,Carlos Forbs,pt POR,"MF,FW",Wolves,2004.0,10,1,239,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,10,8,28,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,21.0
186,Fraser Forster,eng ENG,GK,Tottenham,1988.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
187,Matheus França,br BRA,"FW,MF",Crystal Palace,2004.0,2,0,26,0.3,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,2,2,3.46,0.0,3.46,3.46,3.46,0.43,0.0,0.43,0.43,0.43,21.0
