Rk,Player,Nation,Pos,Squad,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G_PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G_PK,Per_90_Minutes_G+A_PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Age
188,Ryan Fraser,sct SCO,"FW,DF",Southampton,1994.0,8,4,306,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,31.0
189,Tyler Fredricson,eng ENG,DF,Manchester Utd,2005.0,2,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
190,Niclas Füllkrug,de GER,FW,West Ham,1993.0,16,5,686,7.6,3,2,5,3,0,0,2,0,2.0,2.0,1.9,3.9,6,12,25,0.39,0.26,0.66,0.39,0.66,0.26,0.25,0.51,0.26,0.51,32.0
191,Cody Gakpo,nl NED,FW,Liverpool,1999.0,33,21,1783,19.8,10,3,13,10,0,0,5,0,6.9,6.9,3.5,10.4,53,52,256,0.5,0.15,0.66,0.5,0.66,0.35,0.18,0.53,0.35,0.53,26.0
192,Idrissa Gana Gueye,sn SEN,MF,Everton,1989.0,35,33,2883,32.0,0,3,3,0,0,0,8,0,1.1,1.1,1.7,2.8,26,136,24,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.09,0.03,0.09,35.0
193,Andrés García,es ESP,"DF,MF",Aston Villa,2003.0,7,5,318,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,26,15,28,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,22.0
194,Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,2004.0,35,23,2178,24.2,6,2,8,6,0,0,3,0,7.3,7.3,4.5,11.8,140,56,290,0.25,0.08,0.33,0.25,0.33,0.3,0.19,0.49,0.3,0.49,20.0
195,James Garner,eng ENG,"MF,DF",Everton,2001.0,19,15,1414,15.7,0,1,1,0,0,0,3,0,0.3,0.3,1.3,1.6,12,47,24,0.0,0.06,0.06,0.0,0.06,0.02,0.09,0.1,0.02,0.1,24.0
196,Tyrique George,eng ENG,FW,Chelsea,2006.0,7,0,103,1.1,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,9,2,18,0.87,0.87,1.75,0.87,1.75,0.17,0.63,0.8,0.17,0.8,19.0
197,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,2000.0,32,32,2631,29.2,6,8,14,6,0,0,11,1,5.2,5.2,4.8,9.9,66,158,126,0.21,0.27,0.48,0.21,0.48,0.18,0.16,0.34,0.18,0.34,25.0
198,Billy Gilmour,sct SCO,MF,Brighton,2001.0,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,23.0
199,Ben Godfrey,eng ENG,DF,Ipswich Town,1998.0,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
200,Martial Godo,eng ENG,"FW,DF",Fulham,2003.0,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,22.0
201,Michael Golding,eng ENG,MF,Leicester City,2006.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
202,João Gomes,br BRA,MF,Wolves,2001.0,34,34,2839,31.5,3,1,4,3,0,0,10,1,2.7,2.7,1.2,3.9,53,151,70,0.1,0.03,0.13,0.1,0.13,0.09,0.04,0.12,0.09,0.12,24.0
203,Rodrigo Gomes,pt POR,"DF,FW",Wolves,2003.0,23,6,704,7.8,2,0,2,2,0,0,0,0,0.6,0.6,0.9,1.5,22,25,72,0.26,0.0,0.26,0.26,0.26,0.07,0.12,0.19,0.07,0.19,21.0
204,Toti Gomes,pt POR,DF,Wolves,1999.0,29,28,2434,27.0,0,1,1,0,0,0,6,0,0.7,0.7,0.9,1.7,25,73,17,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.06,0.03,0.06,26.0
205,Diego Gómez,py PAR,MF,Brighton,2003.0,14,4,453,5.0,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.2,6,22,14,0.0,0.0,0.0,0.0,0.0,0.14,0.1,0.24,0.14,0.24,22.0
206,Joe Gomez,eng ENG,DF,Liverpool,1997.0,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,27.0
207,Nicolás González,es ESP,MF,Manchester City,2002.0,9,8,648,7.2,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.3,5,46,10,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,23.0
208,Anthony Gordon,eng ENG,FW,Newcastle Utd,2001.0,32,26,2299,25.5,6,5,11,5,1,2,2,0,8.0,6.4,4.9,11.4,113,95,203,0.23,0.2,0.43,0.2,0.39,0.31,0.19,0.51,0.25,0.44,24.0
209,Ryan Gravenberch,nl NED,MF,Liverpool,2002.0,35,35,3003,33.4,0,4,4,0,0,0,5,0,1.1,1.1,2.9,4.0,66,171,54,0.0,0.12,0.12,0.0,0.12,0.03,0.09,0.12,0.03,0.12,23.0
210,Archie Gray,eng ENG,"DF,MF",Tottenham,2006.0,26,17,1571,17.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,37,17,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,19.0
211,Jack Grealish,eng ENG,"FW,MF",Manchester City,1995.0,19,7,720,8.0,1,1,2,1,0,0,3,0,1.1,1.1,1.8,3.0,69,52,118,0.12,0.12,0.25,0.12,0.25,0.14,0.23,0.37,0.14,0.37,29.0
212,Jacob Greaves,eng ENG,DF,Ipswich Town,2000.0,23,23,2025,22.5,1,0,1,1,0,0,5,0,1.3,1.3,0.2,1.5,8,56,9,0.04,0.0,0.04,0.04,0.04,0.06,0.01,0.07,0.06,0.07,24.0
213,Brajan Gruda,de GER,"MF,FW",Brighton,2004.0,19,6,540,6.0,1,3,4,1,0,0,0,0,1.0,1.0,1.5,2.5,17,17,48,0.17,0.5,0.67,0.17,0.67,0.16,0.25,0.42,0.16,0.42,20.0
214,Albert Grønbaek,dk DEN,"FW,MF",Southampton,2001.0,4,2,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,23.0
215,Gonçalo Guedes,pt POR,"MF,FW",Wolves,1996.0,27,8,841,9.3,2,4,6,2,0,0,1,0,2.8,2.8,1.1,3.9,36,33,66,0.21,0.43,0.64,0.21,0.64,0.3,0.12,0.41,0.3,0.41,28.0
216,Marc Guéhi,eng ENG,DF,Crystal Palace,2000.0,34,34,3059,34.0,3,2,5,3,0,0,9,1,2.0,2.0,1.7,3.7,22,134,10,0.09,0.06,0.15,0.09,0.15,0.06,0.05,0.11,0.06,0.11,24.0
217,Luis Guilherme,br BRA,"MF,FW",West Ham,2006.0,11,1,138,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,3,13,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.24,0.19,0.24,19.0
218,Bruno Guimarães,br BRA,MF,Newcastle Utd,1997.0,36,36,3091,34.3,5,6,11,5,0,0,7,0,4.0,4.0,5.8,9.8,54,257,88,0.15,0.17,0.32,0.15,0.32,0.12,0.17,0.28,0.12,0.28,27.0
219,Marc Guiu,es ESP,FW,Chelsea,2006.0,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,19.0
220,İlkay Gündoğan,de GER,MF,Manchester City,1990.0,31,23,2050,22.8,0,5,5,0,0,0,1,0,2.7,2.7,2.8,5.5,57,115,86,0.0,0.22,0.22,0.0,0.22,0.12,0.12,0.24,0.12,0.24,34.0
221,Malo Gusto,fr FRA,DF,Chelsea,2003.0,30,19,1848,20.5,0,1,1,0,0,0,4,0,1.7,1.7,1.4,3.1,49,119,84,0.0,0.05,0.05,0.0,0.05,0.08,0.07,0.15,0.08,0.15,21.0
222,Joško Gvardiol,hr CRO,DF,Manchester City,2002.0,35,34,3097,34.4,5,0,5,5,0,0,2,0,4.4,4.1,2.0,6.1,87,256,112,0.15,0.0,0.15,0.15,0.15,0.13,0.06,0.19,0.12,0.18,23.0
223,Erling Haaland,no NOR,FW,Manchester City,2000.0,29,29,2570,28.6,21,3,24,19,2,3,2,0,20.9,18.5,2.9,21.4,20,18,110,0.74,0.11,0.84,0.67,0.77,0.73,0.1,0.83,0.65,0.75,24.0
224,Lewis Hall,eng ENG,DF,Newcastle Utd,2004.0,27,24,2189,24.3,0,4,4,0,0,0,3,0,0.4,0.4,4.3,4.7,41,123,80,0.0,0.16,0.16,0.0,0.16,0.02,0.18,0.19,0.02,0.19,20.0
225,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,2002.0,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.28,0.24,0.28,23.0
226,Marcus Harness,eng ENG,MF,Ipswich Town,1996.0,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
227,Jack Harrison,eng ENG,FW,Everton,1996.0,32,23,1960,21.8,1,0,1,1,0,0,0,0,3.5,3.5,3.7,7.2,71,48,121,0.05,0.0,0.05,0.05,0.05,0.16,0.17,0.33,0.16,0.33,28.0
228,Taylor Harwood-Bellis,eng ENG,DF,Southampton,2002.0,33,31,2744,30.5,1,0,1,1,0,0,9,0,1.8,1.8,1.0,2.8,29,121,9,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,23.0
229,Kai Havertz,de GER,"FW,MF",Arsenal,1999.0,21,21,1839,20.4,9,3,12,9,0,0,4,0,9.4,9.4,2.4,11.8,34,59,110,0.44,0.15,0.59,0.44,0.59,0.46,0.12,0.58,0.46,0.58,25.0
230,Ayden Heaven,eng ENG,DF,Manchester Utd,2006.0,2,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
231,Jan Paul van Hecke,nl NED,DF,Brighton,2000.0,32,31,2778,30.9,1,1,2,1,0,0,8,1,1.3,1.3,1.5,2.7,53,217,5,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,24.0
232,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,1996.0,20,5,651,7.2,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.9,15,12,41,0.28,0.0,0.28,0.28,0.28,0.11,0.02,0.13,0.11,0.13,29.0
233,Dean Henderson,eng ENG,GK,Crystal Palace,1997.0,36,36,3240,36.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
234,Rico Henry,eng ENG,DF,Brentford,1997.0,4,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
235,Mads Hermansen,dk DEN,GK,Leicester City,2000.0,27,27,2385,26.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
236,Son Heung-min,kr KOR,FW,Tottenham,1992.0,29,23,2037,22.6,7,9,16,6,1,2,1,0,7.1,5.5,8.2,13.8,89,108,262,0.31,0.4,0.71,0.27,0.66,0.31,0.36,0.68,0.24,0.61,32.0
237,James Hill,eng ENG,DF,Bournemouth,2002.0,10,6,448,5.0,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,3,16,8,0.0,0.2,0.2,0.0,0.2,0.06,0.05,0.11,0.06,0.11,23.0
238,Jack Hinshelwood,eng ENG,"DF,MF",Brighton,2005.0,24,21,1745,19.4,2,2,4,2,0,0,5,0,1.5,1.5,1.3,2.8,18,63,47,0.1,0.1,0.21,0.1,0.21,0.08,0.07,0.14,0.08,0.14,20.0
239,George Hirst,sct SCO,FW,Ipswich Town,1999.0,24,3,522,5.8,3,1,4,3,0,0,3,0,1.9,1.9,0.3,2.2,9,13,29,0.52,0.17,0.69,0.52,0.69,0.32,0.06,0.38,0.32,0.38,26.0
240,Mason Holgate,eng ENG,"FW,DF",Everton,1996.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
241,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,2000.0,29,25,2152,23.9,5,2,7,5,0,0,2,0,2.5,2.5,2.7,5.2,127,66,186,0.21,0.08,0.29,0.21,0.29,0.1,0.11,0.22,0.1,0.22,24.0
242,Will Hughes,eng ENG,MF,Crystal Palace,1995.0,31,22,1985,22.1,0,3,3,0,0,0,11,0,1.1,1.1,3.1,4.1,19,85,26,0.0,0.14,0.14,0.0,0.14,0.05,0.14,0.19,0.05,0.19,30.0
243,Dean Huijsen,es ESP,DF,Bournemouth,2005.0,30,25,2324,25.8,3,1,4,3,0,0,9,0,1.9,1.9,2.0,3.8,40,128,10,0.12,0.04,0.15,0.12,0.15,0.07,0.08,0.15,0.07,0.15,20.0
244,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,2003.0,29,28,2403,26.7,3,2,5,3,0,0,5,0,2.4,2.4,3.3,5.7,82,71,142,0.11,0.07,0.19,0.11,0.19,0.09,0.12,0.21,0.09,0.21,21.0
245,Rasmus Højlund,dk DEN,FW,Manchester Utd,2003.0,30,21,1834,20.4,4,0,4,4,0,0,2,0,5.2,5.2,1.3,6.4,27,17,94,0.2,0.0,0.2,0.2,0.2,0.25,0.06,0.31,0.25,0.31,22.0
246,Igor,br BRA,DF,Brighton,1998.0,12,9,903,10.0,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,27.0
247,Danny Ings,eng ENG,"FW,MF",West Ham,1992.0,15,1,284,3.2,1,2,3,1,0,0,0,0,2.3,2.3,1.3,3.5,6,5,29,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,32.0
248,Tim Iroegbunam,eng ENG,MF,Everton,2003.0,18,5,574,6.4,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,8,15,9,0.0,0.16,0.16,0.0,0.16,0.04,0.03,0.07,0.04,0.07,21.0
249,Andy Irving,sct SCO,MF,West Ham,2000.0,10,1,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,25.0
250,Alexander Isak,se SWE,FW,Newcastle Utd,1999.0,33,33,2666,29.6,23,6,29,19,4,4,1,0,20.2,17.1,4.3,21.4,82,84,206,0.78,0.2,0.98,0.64,0.84,0.68,0.15,0.83,0.58,0.72,25.0
251,Alex Iwobi,ng NGA,"FW,MF",Fulham,1996.0,36,34,2886,32.1,9,6,15,9,0,0,1,0,4.6,4.6,7.0,11.7,140,206,234,0.28,0.19,0.47,0.28,0.47,0.15,0.22,0.36,0.15,0.36,29.0
252,Nicolas Jackson,sn SEN,FW,Chelsea,2001.0,30,28,2220,24.7,10,5,15,10,0,0,7,1,12.3,12.3,4.3,16.6,47,38,129,0.41,0.2,0.61,0.41,0.61,0.5,0.17,0.67,0.5,0.67,23.0
253,Reece James,eng ENG,"DF,MF",Chelsea,1999.0,17,10,883,9.8,1,0,1,1,0,0,1,0,0.4,0.4,0.5,0.9,6,55,12,0.1,0.0,0.1,0.1,0.1,0.04,0.06,0.09,0.04,0.09,25.0
254,Vitaly Janelt,de GER,MF,Brentford,1998.0,32,27,2254,25.0,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,27.0
255,Vitezslav Jaros,cz CZE,GK,Liverpool,2001.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
256,Daniel Jebbison,eng ENG,FW,Bournemouth,2003.0,14,0,83,0.9,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,2,3,11,0.0,0.0,0.0,0.0,0.0,0.73,0.21,0.94,0.73,0.94,21.0
257,Mathias Jensen,dk DEN,MF,Brentford,1996.0,22,8,835,9.3,0,2,2,0,0,0,2,0,0.2,0.2,1.6,1.8,6,56,26,0.0,0.22,0.22,0.0,0.22,0.03,0.17,0.2,0.03,0.2,29.0
258,Gabriel Jesus,br BRA,FW,Arsenal,1997.0,17,6,608,6.8,3,0,3,3,0,0,4,0,3.0,3.0,0.7,3.7,15,19,57,0.44,0.0,0.44,0.44,0.44,0.44,0.1,0.54,0.44,0.54,28.0
259,Raúl Jiménez,mx MEX,FW,Fulham,1991.0,36,28,2314,25.7,11,3,14,8,3,3,4,0,11.4,9.0,3.3,12.3,33,58,123,0.43,0.12,0.54,0.31,0.43,0.44,0.13,0.57,0.35,0.48,34.0
260,Kim Jisoo,kr KOR,DF,Brentford,2004.0,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
261,João Pedro,br BRA,"FW,MF",Brighton,2001.0,27,23,1948,21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46,23.0
262,Joelinton,br BRA,"MF,FW",Newcastle Utd,1996.0,29,29,2393,26.6,4,3,7,4,0,0,10,0,3.9,3.9,2.5,6.4,40,116,110,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,28.0
263,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,2000.0,23,14,1354,15.0,1,2,3,1,0,0,5,1,1.1,1.1,1.3,2.3,16,27,33,0.07,0.13,0.2,0.07,0.2,0.07,0.09,0.16,0.07,0.16,25.0
264,Brennan Johnson,wls WAL,FW,Tottenham,2001.0,31,23,2083,23.1,11,3,14,11,0,0,5,0,9.8,9.8,2.3,12.1,57,70,194,0.48,0.13,0.6,0.48,0.6,0.43,0.1,0.52,0.43,0.52,23.0
265,Sam Johnstone,eng ENG,GK,Wolves,1993.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
266,Curtis Jones,eng ENG,"MF,DF",Liverpool,2001.0,31,18,1594,17.7,3,3,6,3,0,0,3,1,4.2,4.2,1.0,5.3,26,99,73,0.17,0.17,0.34,0.17,0.34,0.24,0.06,0.3,0.24,0.3,24.0
267,Jorginho,it ITA,MF,Arsenal,1991.0,14,9,703,7.8,0,0,0,0,0,0,5,0,0.1,0.1,0.4,0.5,12,48,6,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,33.0
268,Diogo Jota,pt POR,FW,Liverpool,1996.0,25,14,1166,13.0,6,3,9,6,0,0,2,0,7.6,7.6,1.8,9.4,37,33,87,0.46,0.23,0.69,0.46,0.69,0.59,0.14,0.73,0.59,0.73,28.0
269,James Justin,eng ENG,DF,Leicester City,1998.0,34,32,2759,30.7,2,1,3,2,0,0,6,0,1.5,1.5,0.6,2.1,39,87,94,0.07,0.03,0.1,0.07,0.1,0.05,0.02,0.07,0.05,0.07,27.0
270,Filip Jørgensen,dk DEN,GK,Chelsea,2002.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
271,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,1999.0,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.0,0.23,0.23,0.23,0.1,0.04,0.14,0.1,0.14,25.0
272,Daichi Kamada,jp JPN,MF,Crystal Palace,1996.0,32,14,1454,16.2,0,0,0,0,0,0,4,1,1.1,1.1,1.9,3.0,24,83,54,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19,28.0
273,Boubacar Kamara,fr FRA,MF,Aston Villa,1999.0,24,18,1553,17.3,0,0,0,0,0,0,2,0,0.8,0.8,0.9,1.7,17,78,7,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,25.0
274,Michael Kayode,it ITA,DF,Brentford,2004.0,10,4,381,4.2,0,1,1,0,0,0,2,0,0.2,0.2,1.1,1.4,10,9,22,0.0,0.24,0.24,0.0,0.24,0.05,0.27,0.32,0.05,0.32,20.0
275,Michael Keane,eng ENG,DF,Everton,1993.0,12,10,942,10.5,3,0,3,3,0,0,5,0,0.6,0.6,0.1,0.7,1,12,3,0.29,0.0,0.29,0.29,0.29,0.06,0.01,0.07,0.06,0.07,32.0
276,Caoimhín Kelleher,ie IRL,GK,Liverpool,1998.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
277,Lloyd Kelly,eng ENG,DF,Newcastle Utd,1998.0,10,4,303,3.4,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,0,9,5,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,26.0
278,Milos Kerkez,hu HUN,DF,Bournemouth,2003.0,36,36,3164,35.2,2,5,7,2,0,0,4,0,0.5,0.5,3.8,4.3,98,150,181,0.06,0.14,0.2,0.06,0.2,0.02,0.11,0.12,0.01,0.12,21.0
279,Bilal El Khannouss,ma MAR,MF,Leicester City,2004.0,31,26,2092,23.2,2,3,5,2,0,0,4,0,1.2,1.2,4.3,5.5,72,122,84,0.09,0.13,0.22,0.09,0.22,0.05,0.18,0.24,0.05,0.24,21.0
280,Abdukodir Khusanov,uz UZB,DF,Manchester City,2004.0,6,6,503,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,21.0
281,Max Kilman,eng ENG,DF,West Ham,1997.0,36,36,3168,35.2,0,1,1,0,0,0,4,0,1.6,1.6,1.2,2.8,30,109,6,0.0,0.03,0.03,0.0,0.03,0.05,0.03,0.08,0.05,0.08,27.0
282,Joshua King,eng ENG,MF,Fulham,2007.0,6,1,88,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.7,1,5,13,0.0,0.0,0.0,0.0,0.0,0.26,0.44,0.69,0.26,0.69,18.0
