Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G_PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G_PK,Per_90_Minutes_G+A_PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Matches
94,Youssef Chermiti,pt POR,"FW,MF",Everton,20-357,2004,4,0,45,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,6,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches
95,Federico Chiesa,it ITA,FW,Liverpool,27-203,1997,5,0,46,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,2,7,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.49,0.49,0.49,Matches
96,Ben Chilwell,eng ENG,DF,Crystal Palace,28-146,1996,7,0,169,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,2,6,12,0.00,0.00,0.00,0.00,0.00,0.04,0.39,0.43,0.04,0.43,Matches
97,Chiquinho,pt POR,MF,Wolves,25-100,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.42,0.00,0.42,Matches
98,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,27-227,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27,Matches
99,Ryan Christie,sct SCO,MF,Bournemouth,30-083,1995,29,27,2117,23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,Matches
100,Harry Clarke,eng ENG,DF,Ipswich Town,24-075,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,24-174,2000,30,11,1090,12.1,0,4,4,0,0,0,2,0,1.0,1.0,2.1,3.0,34,38,48,0.00,0.33,0.33,0.00,0.33,0.08,0.17,0.25,0.08,0.25,Matches
102,Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,34-041,1991,13,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,7,8,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
103,Conor Coady,eng ENG,DF,Leicester City,32-080,1993,20,17,1534,17.0,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,3,30,0,0.06,0.00,0.06,0.06,0.06,0.02,0.00,0.03,0.02,0.03,Matches
104,Séamus Coleman,ie IRL,DF,Everton,36-217,1988,4,2,198,2.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,9,3,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
105,Nathan Collins,ie IRL,DF,Brentford,24-016,2001,36,36,3240,36.0,2,3,5,2,0,0,5,0,2.5,2.5,1.8,4.3,30,121,18,0.06,0.08,0.14,0.06,0.14,0.07,0.05,0.12,0.07,0.12,Matches
106,Toby Collyer,eng ENG,MF,Manchester Utd,21-133,2004,6,0,179,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22,Matches
107,Levi Colwill,eng ENG,DF,Chelsea,22-079,2003,33,33,2969,33.0,1,1,2,1,0,0,9,0,1.3,1.3,1.1,2.5,14,126,11,0.03,0.03,0.06,0.03,0.06,0.04,0.03,0.07,0.04,0.07,Matches
108,Lewis Cook,eng ENG,"MF,DF",Bournemouth,28-102,1997,35,31,2906,32.3,1,3,4,1,0,0,8,0,0.9,0.9,4.1,5.1,33,155,51,0.03,0.09,0.12,0.03,0.12,0.03,0.13,0.16,0.03,0.16,Matches
109,Maxwel Cornet,ci CIV,FW,Southampton,28-231,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
110,Vladimír Coufal,cz CZE,DF,West Ham,32-267,1992,20,10,958,10.6,0,0,0,0,0,0,4,0,0.3,0.3,0.6,0.9,19,34,28,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.08,0.03,0.08,Matches
111,Woyo Coulibaly,fr FRA,DF,Leicester City,25-361,1999,4,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,3,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
112,Aaron Cresswell,eng ENG,DF,West Ham,35-152,1989,16,9,766,8.5,0,0,0,0,0,0,3,0,0.1,0.1,1.2,1.3,5,32,3,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.16,0.01,0.16,Matches
113,Marc Cucurella,es ESP,DF,Chelsea,26-298,1998,34,31,2808,31.2,4,1,5,4,0,0,10,1,2.6,2.6,2.1,4.7,35,113,113,0.13,0.03,0.16,0.13,0.16,0.08,0.07,0.15,0.08,0.15,Matches
114,Jorge Cuenca,es ESP,DF,Fulham,25-180,1999,6,3,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
115,Matheus Cunha,br BRA,"MF,FW",Wolves,25-354,1999,31,28,2483,27.6,15,6,21,15,0,0,4,0,8.0,8.0,7.6,15.7,105,137,150,0.54,0.22,0.76,0.54,0.76,0.29,0.28,0.57,0.29,0.57,Matches
116,Patson Daka,zm ZAM,"FW,MF",Leicester City,26-219,1998,21,5,654,7.3,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,10,8,34,0.14,0.00,0.14,0.14,0.14,0.17,0.01,0.18,0.17,0.18,Matches
117,Diogo Dalot,pt POR,DF,Manchester Utd,26-059,1999,32,31,2788,31.0,0,3,3,0,0,0,5,0,2.0,2.0,2.0,4.0,62,102,164,0.00,0.10,0.10,0.00,0.10,0.06,0.07,0.13,0.06,0.13,Matches
118,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,24-317,2000,36,32,2742,30.5,2,10,12,2,0,0,2,0,2.7,2.7,8.0,10.7,66,220,126,0.07,0.33,0.39,0.07,0.39,0.09,0.26,0.35,0.09,0.35,Matches
119,Danilo,br BRA,"MF,FW",Nott'ham Forest,24-017,2001,7,5,267,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
120,Jayden Danns,eng ENG,MF,Liverpool,19-120,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
121,Kevin Danso,at AUT,DF,Tottenham,26-239,1998,8,7,662,7.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,18,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,Matches
122,Ben Davies,wls WAL,DF,Tottenham,32-022,1993,15,13,1216,13.5,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,14,51,6,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
123,Leif Davis,eng ENG,DF,Ipswich Town,25-124,2000,31,30,2563,28.5,1,2,3,1,0,0,5,1,0.9,0.9,4.3,5.2,48,55,117,0.04,0.07,0.11,0.04,0.11,0.03,0.15,0.18,0.03,0.18,Matches
124,Craig Dawson,eng ENG,DF,Wolves,35-010,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,6,20,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
125,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,33-322,1991,26,18,1628,18.1,4,7,11,4,0,0,2,0,4.2,4.2,7.9,12.1,50,153,143,0.22,0.39,0.61,0.22,0.61,0.23,0.44,0.67,0.23,0.67,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
126,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,32-103,1993,23,9,744,8.3,1,2,3,1,0,0,2,0,0.8,0.8,1.2,2.0,14,15,48,0.12,0.24,0.36,0.12,0.36,0.10,0.15,0.24,0.10,0.24,Matches
127,Liam Delap,eng ENG,FW,Ipswich Town,22-097,2003,35,32,2552,28.4,12,2,14,10,2,2,10,0,9.3,7.7,1.9,9.6,60,30,107,0.42,0.07,0.49,0.35,0.42,0.33,0.07,0.40,0.27,0.34,Matches
128,Sepp van den Berg,nl NED,DF,Brentford,23-147,2001,29,27,2406,26.7,0,0,0,0,0,0,2,0,1.8,1.8,0.5,2.4,10,74,27,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
129,Justin Devenny,nir NIR,MF,Crystal Palace,21-217,2003,21,4,433,4.8,1,0,1,1,0,0,1,0,0.7,0.7,0.4,1.1,4,17,13,0.21,0.00,0.21,0.21,0.21,0.14,0.08,0.22,0.14,0.22,Matches
130,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,26-252,1998,12,2,259,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,5,14,11,0.00,0.35,0.35,0.00,0.35,0.08,0.37,0.45,0.08,0.45,Matches
131,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,22-309,2002,24,18,1721,19.1,7,6,13,7,0,0,3,0,4.2,4.2,4.6,8.8,99,57,175,0.37,0.31,0.68,0.37,0.68,0.22,0.24,0.46,0.22,0.46,Matches
132,Rúben Dias,pt POR,DF,Manchester City,28-002,1997,25,23,2091,23.2,0,0,0,0,0,0,4,0,1.5,1.5,0.3,1.8,38,143,8,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.08,0.06,0.08,Matches
133,Luis Díaz,co COL,FW,Liverpool,28-123,1997,34,27,2303,25.6,13,5,18,13,0,0,2,0,11.3,11.3,5.0,16.3,106,106,274,0.51,0.20,0.70,0.51,0.70,0.44,0.20,0.64,0.44,0.64,Matches
134,Tyler Dibling,eng ENG,"FW,MF",Southampton,19-065,2006,32,19,1807,20.1,2,0,2,2,0,0,6,0,2.5,2.5,1.5,4.1,68,64,94,0.10,0.00,0.10,0.10,0.10,0.13,0.08,0.20,0.13,0.20,Matches
135,Lucas Digne,fr FRA,DF,Aston Villa,31-300,1993,32,28,2351,26.1,0,4,4,0,0,0,4,0,0.8,0.8,4.7,5.5,23,57,142,0.00,0.15,0.15,0.00,0.15,0.03,0.18,0.21,0.03,0.21,Matches
136,Issa Diop,fr FRA,DF,Fulham,28-127,1997,21,15,1339,14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,Matches
137,Axel Disasi,fr FRA,DF,Aston Villa,27-066,1998,7,5,490,5.4,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,10,16,5,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches
138,Axel Disasi,fr FRA,DF,Chelsea,27-066,1998,6,4,364,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2,0.25,0.00,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09,Matches
139,Roman Dixon,eng ENG,DF,Everton,20-141,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
140,Nasser Djiga,bf BFA,"DF,FW",Wolves,22-182,2002,4,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
141,Matt Doherty,ie IRL,DF,Wolves,33-120,1992,29,24,2023,22.5,2,1,3,2,0,0,6,0,1.0,1.0,1.5,2.5,29,77,40,0.09,0.04,0.13,0.09,0.13,0.05,0.07,0.11,0.05,0.11,Matches
142,Jeremy Doku,be BEL,"FW,MF",Manchester City,22-354,2002,27,15,1442,16.0,3,6,9,3,0,0,1,0,1.0,1.0,4.7,5.7,201,67,274,0.19,0.37,0.56,0.19,0.56,0.06,0.29,0.36,0.06,0.36,Matches
143,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,26-322,1998,32,21,1807,20.1,0,1,1,0,0,0,9,0,1.5,1.5,1.3,2.8,14,75,30,0.00,0.05,0.05,0.00,0.05,0.08,0.06,0.14,0.08,0.14,Matches
144,Patrick Dorgu,dk DEN,DF,Manchester Utd,20-202,2004,10,8,662,7.4,0,0,0,0,0,0,3,1,0.4,0.4,0.4,0.8,30,25,58,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,Matches
145,Alfie Dorrington,eng ENG,DF,Tottenham,20-026,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
146,Abdoulaye Doucouré,ml MLI,MF,Everton,32-135,1993,31,30,2485,27.6,3,2,5,3,0,0,5,1,3.9,3.9,2.3,6.2,42,80,92,0.11,0.07,0.18,0.11,0.18,0.14,0.08,0.22,0.14,0.22,Matches
147,Cheick Doucouré,ml MLI,MF,Crystal Palace,25-128,2000,13,4,452,5.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,19,7,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
148,Flynn Downes,eng ENG,MF,Southampton,26-116,1999,25,23,1971,21.9,1,0,1,1,0,0,11,0,0.6,0.6,1.1,1.7,25,63,29,0.05,0.00,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,Matches
149,Tommy Doyle,eng ENG,MF,Wolves,23-211,2001,24,3,488,5.4,0,1,1,0,0,0,1,0,0.6,0.6,0.5,1.1,6,40,4,0.00,0.18,0.18,0.00,0.18,0.10,0.09,0.20,0.10,0.20,Matches
150,Radu Drăgușin,ro ROU,DF,Tottenham,23-102,2002,16,14,1252,13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
151,Martin Dúbravka,sk SVK,GK,Newcastle Utd,36-121,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
152,Lewis Dunk,eng ENG,DF,Brighton,33-176,1991,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,20,142,3,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Matches
153,Jáder Durán,co COL,FW,Aston Villa,21-154,2003,20,4,638,7.1,7,0,7,7,0,0,3,1,4.9,4.9,0.2,5.1,7,13,44,0.99,0.00,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71,Matches
154,Ederson,br BRA,GK,Manchester City,31-272,1993,24,24,2140,23.8,0,4,4,0,0,0,3,0,0.0,0.0,1.5,1.5,0,2,0,0.00,0.17,0.17,0.00,0.17,0.00,0.07,0.07,0.00,0.07,Matches
155,George Edmundson,eng ENG,DF,Ipswich Town,27-258,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
156,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,27-120,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,4,7,0.00,0.00,0.00,0.00,0.00,0.31,0.04,0.34,0.31,0.34,Matches
157,Odsonne Édouard,fr FRA,FW,Leicester City,27-120,1998,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
158,Samuel Edozie,eng ENG,"DF,FW",Southampton,22-108,2003,2,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,4,23,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches
159,Ronnie Edwards,eng ENG,DF,Southampton,22-049,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
160,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,23-019,2002,36,29,2322,25.8,6,10,16,6,0,0,1,0,4.2,4.2,5.3,9.5,91,56,202,0.23,0.39,0.62,0.23,0.62,0.16,0.20,0.37,0.16,0.37,Matches
161,Harvey Elliott,eng ENG,"MF,FW",Liverpool,22-042,2003,16,1,275,3.1,0,1,1,0,0,0,1,0,0.9,0.9,0.9,1.7,9,32,28,0.00,0.33,0.33,0.00,0.33,0.28,0.29,0.57,0.28,0.57,Matches
162,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,19-126,2006,10,0,42,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,Matches
163,Julio Enciso,py PAR,"FW,MF",Ipswich Town,21-113,2004,12,11,799,8.9,2,3,5,2,0,0,3,0,1.5,1.5,1.3,2.8,21,25,41,0.23,0.34,0.56,0.23,0.56,0.17,0.14,0.31,0.17,0.31,Matches
164,Julio Enciso,py PAR,"MF,FW",Brighton,21-113,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.00,0.00,0.00,0.00,0.00,0.31,0.07,0.38,0.31,0.38,Matches
165,Wataru Endo,jp JPN,MF,Liverpool,32-096,1993,18,1,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,14,5,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
166,Christian Eriksen,dk DEN,MF,Manchester Utd,33-091,1992,22,11,1036,11.5,0,2,2,0,0,0,4,0,0.4,0.4,3.1,3.6,12,55,29,0.00,0.17,0.17,0.00,0.17,0.04,0.27,0.31,0.04,0.31,Matches
167,Romain Esse,eng ENG,MF,Crystal Palace,20-003,2005,5,0,47,0.5,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.5,0,3,8,1.91,0.00,1.91,1.91,1.91,0.60,0.25,0.86,0.60,0.86,Matches
168,Pervis Estupiñán,ec ECU,DF,Brighton,27-115,1998,29,25,2312,25.7,1,1,2,1,0,0,5,0,1.1,1.1,2.1,3.1,57,121,109,0.04,0.04,0.08,0.04,0.08,0.04,0.08,0.12,0.04,0.12,Matches
169,Evanilson,br BRA,FW,Bournemouth,25-222,1999,29,26,2148,23.9,10,1,11,10,0,1,1,1,11.7,11.0,1.6,12.6,28,25,94,0.42,0.04,0.46,0.42,0.46,0.49,0.07,0.56,0.46,0.53,Matches
170,Jake Evans,,FW,Leicester City,,,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,Jonny Evans,nir NIR,DF,Manchester Utd,37-133,1988,6,3,290,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
172,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26-321,1998,32,30,2517,28.0,7,8,15,6,1,2,1,0,10.2,8.7,5.3,13.9,67,94,150,0.25,0.29,0.54,0.21,0.50,0.37,0.19,0.55,0.31,0.50,Matches
173,Łukasz Fabiański,pl POL,GK,West Ham,40-028,1985,13,12,1070,11.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
174,Wout Faes,be BEL,DF,Leicester City,27-043,1998,32,28,2635,29.3,1,0,1,1,0,0,4,0,1.5,1.5,0.1,1.6,12,83,1,0.03,0.00,0.03,0.03,0.03,0.05,0.00,0.06,0.05,0.06,Matches
175,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,21-069,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.00,0.31,0.31,0.00,0.31,0.06,0.24,0.31,0.06,0.31,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
176,João Félix,pt POR,"FW,MF",Chelsea,25-187,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,Matches
177,Evan Ferguson,ie IRL,FW,West Ham,20-209,2004,8,1,156,1.7,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,1,7,0.00,0.00,0.00,0.00,0.00,0.32,0.17,0.50,0.32,0.50,Matches
178,Evan Ferguson,ie IRL,FW,Brighton,20-209,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.00,0.37,0.37,0.37,0.20,0.15,0.35,0.20,0.35,Matches
179,Bruno Fernandes,pt POR,MF,Manchester Utd,30-250,1994,34,33,2848,31.6,8,9,17,5,3,3,4,2,9.6,7.2,8.1,15.3,67,295,120,0.25,0.28,0.54,0.16,0.44,0.30,0.26,0.56,0.23,0.48,Matches
180,Mateus Fernandes,pt POR,MF,Southampton,20-310,2004,34,32,2729,30.3,2,3,5,2,0,0,8,0,3.8,3.8,2.6,6.4,75,135,103,0.07,0.10,0.16,0.07,0.16,0.13,0.09,0.21,0.13,0.21,Matches
181,Enzo Fernández,ar ARG,MF,Chelsea,24-119,2001,34,30,2767,30.7,6,7,13,6,0,0,8,0,6.1,6.1,6.7,12.8,59,207,122,0.20,0.23,0.42,0.20,0.42,0.20,0.22,0.42,0.20,0.42,Matches
182,Mark Flekken,nl NED,GK,Brentford,31-337,1993,35,35,3095,34.4,0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.06,0.06,0.00,0.06,0.00,0.02,0.02,0.00,0.02,Matches
183,Phil Foden,eng ENG,"MF,FW",Manchester City,24-353,2000,27,20,1768,19.6,7,2,9,7,0,0,2,0,5.2,5.2,4.8,9.9,50,103,128,0.36,0.10,0.46,0.36,0.46,0.26,0.24,0.51,0.26,0.51,Matches
184,Wesley Fofana,fr FRA,DF,Chelsea,24-150,2000,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.06,Matches
185,Carlos Forbs,pt POR,"MF,FW",Wolves,21-058,2004,10,1,239,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,10,8,28,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.07,0.05,0.07,Matches
186,Fraser Forster,eng ENG,GK,Tottenham,37-060,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
187,Matheus França,br BRA,"FW,MF",Crystal Palace,21-045,2004,2,0,26,0.3,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,2,2,3.46,0.00,3.46,3.46,3.46,0.43,0.00,0.43,0.43,0.43,Matches
188,Ryan Fraser,sct SCO,"FW,DF",Southampton,31-081,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
